route,methods,arg,required,type,enum,default,description,format,pattern
/wc-analytics/customers/(?P<id>[\d-]+),GET,include,False,array,,,Limit result to items with specified customer ids.,,
/wc-analytics/leaderboards,GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/leaderboards,GET,per_page,False,integer,,5,Maximum number of items to be returned in result set.,,
/wc-analytics/leaderboards,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/leaderboards,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/leaderboards,GET,persisted_query,False,string,,,URL query to persist across links.,,
/wc-analytics/leaderboards/(?P<leaderboard>\w+),GET,leaderboard,False,string,"customers,coupons,categories,products",,,,
/wc-analytics/leaderboards/(?P<leaderboard>\w+),GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/leaderboards/(?P<leaderboard>\w+),GET,per_page,False,integer,,5,Maximum number of items to be returned in result set.,,
/wc-analytics/leaderboards/(?P<leaderboard>\w+),GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/leaderboards/(?P<leaderboard>\w+),GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/leaderboards/(?P<leaderboard>\w+),GET,persisted_query,False,string,,,URL query to persist across links.,,
/wc-analytics/reports,GET,context,False,string,view,view,Scope under which the request is made; determines fields present in response.,,
/wc-analytics/reports/import,"POST,PUT,PATCH",days,False,integer,,,Number of days to import.,,
/wc-analytics/reports/import,"POST,PUT,PATCH",skip_existing,False,boolean,,False,Skip importing existing order data.,,
/wc-analytics/reports/import/totals,GET,days,False,integer,,,Number of days to import.,,
/wc-analytics/reports/import/totals,GET,skip_existing,False,boolean,,False,Skip importing existing order data.,,
/wc-analytics/reports/(?P<type>[a-z]+)/export,"POST,PUT,PATCH",report_args,False,object,,,Parameters to pass on to the exported report.,,
/wc-analytics/reports/(?P<type>[a-z]+)/export,"POST,PUT,PATCH",email,False,boolean,,,"When true, email a link to download the export to the requesting user.",,
/wc-analytics/reports/products,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc-analytics/reports/products,GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/reports/products,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc-analytics/reports/products,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/products,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/products,GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
/wc-analytics/reports/products,GET,orderby,False,string,"date,net_revenue,orders_count,items_sold,product_name,variations,sku",date,Sort collection by object attribute.,,
/wc-analytics/reports/products,GET,force_cache_refresh,False,boolean,,,Force retrieval of fresh data instead of from the cache.,,
/wc-analytics/reports/products,GET,categories,False,array,,,Limit result to items from the specified categories.,,
/wc-analytics/reports/products,GET,match,False,string,"all,any",all,"Indicates whether all the conditions should be true for the resulting set, or if any one of them is sufficient. Match affects the following parameters: status_is, status_is_not, product_includes, product_excludes, coupon_includes, coupon_excludes, customer, categories",,
/wc-analytics/reports/products,GET,products,False,array,,,Limit result to items with specified product ids.,,
/wc-analytics/reports/products,GET,extended_info,False,boolean,,False,Add additional piece of info about each product to the report.,,
/wc-analytics/reports/variations,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc-analytics/reports/variations,GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/reports/variations,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc-analytics/reports/variations,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/variations,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/variations,GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
/wc-analytics/reports/variations,GET,orderby,False,string,"date,net_revenue,orders_count,items_sold,sku",date,Sort collection by object attribute.,,
/wc-analytics/reports/variations,GET,force_cache_refresh,False,boolean,,,Force retrieval of fresh data instead of from the cache.,,
/wc-analytics/reports/variations,GET,match,False,string,"all,any",all,"Indicates whether all the conditions should be true for the resulting set, or if any one of them is sufficient. Match affects the following parameters: status_is, status_is_not, product_includes, product_excludes, coupon_includes, coupon_excludes, customer, categories",,
/wc-analytics/reports/variations,GET,product_includes,False,array,,[],Limit result set to items that have the specified parent product(s).,,
/wc-analytics/reports/variations,GET,product_excludes,False,array,,[],Limit result set to items that don't have the specified parent product(s).,,
/wc-analytics/reports/variations,GET,variations,False,array,,,Limit result to items with specified variation ids.,,
/wc-analytics/reports/variations,GET,extended_info,False,boolean,,False,Add additional piece of info about each variation to the report.,,
/wc-analytics/reports/variations,GET,attribute_is,False,array,,[],Limit result set to variations that include the specified attributes.,,
/wc-analytics/reports/variations,GET,attribute_is_not,False,array,,[],Limit result set to variations that don't include the specified attributes.,,
/wc-analytics/reports/variations,GET,category_includes,False,array,,,Limit result set to variations in the specified categories.,,
/wc-analytics/reports/variations,GET,category_excludes,False,array,,,Limit result set to variations not in the specified categories.,,
/wc-analytics/reports/variations,GET,products,False,array,,,Limit result to items with specified product ids.,,
/wc-analytics/reports/products/stats,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc-analytics/reports/products/stats,GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/reports/products/stats,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc-analytics/reports/products/stats,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/products/stats,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/products/stats,GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
/wc-analytics/reports/products/stats,GET,orderby,False,string,"date,net_revenue,coupons,refunds,shipping,taxes,net_revenue,orders_count,items_sold",date,Sort collection by object attribute.,,
/wc-analytics/reports/products/stats,GET,force_cache_refresh,False,boolean,,,Force retrieval of fresh data instead of from the cache.,,
/wc-analytics/reports/products/stats,GET,fields,False,array,,,Limit stats fields to the specified items.,,
/wc-analytics/reports/products/stats,GET,interval,False,string,"hour,day,week,month,quarter,year",week,Time interval to use for buckets in the returned data.,,
/wc-analytics/reports/products/stats,GET,categories,False,array,,,Limit result to items from the specified categories.,,
/wc-analytics/reports/products/stats,GET,products,False,array,,,Limit result to items with specified product ids.,,
/wc-analytics/reports/products/stats,GET,variations,False,array,,,Limit result to items with specified variation ids.,,
/wc-analytics/reports/products/stats,GET,segmentby,False,string,"product,category,variation",,Segment the response by additional constraint.,,
/wc-analytics/reports/variations/stats,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc-analytics/reports/variations/stats,GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/reports/variations/stats,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc-analytics/reports/variations/stats,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/variations/stats,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/variations/stats,GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
/wc-analytics/reports/variations/stats,GET,orderby,False,string,"date,net_revenue,coupons,refunds,shipping,taxes,net_revenue,orders_count,items_sold",date,Sort collection by object attribute.,,
/wc-analytics/reports/variations/stats,GET,force_cache_refresh,False,boolean,,,Force retrieval of fresh data instead of from the cache.,,
/wc-analytics/reports/variations/stats,GET,fields,False,array,,,Limit stats fields to the specified items.,,
/wc-analytics/reports/variations/stats,GET,interval,False,string,"hour,day,week,month,quarter,year",week,Time interval to use for buckets in the returned data.,,
/wc-analytics/reports/variations/stats,GET,match,False,string,"all,any",all,"Indicates whether all the conditions should be true for the resulting set, or if any one of them is sufficient. Match affects the following parameters: status_is, status_is_not, product_includes, product_excludes, coupon_includes, coupon_excludes, customer, categories",,
/wc-analytics/reports/variations/stats,GET,category_includes,False,array,,,Limit result to items from the specified categories.,,
/wc-analytics/reports/variations/stats,GET,category_excludes,False,array,,,Limit result set to variations not in the specified categories.,,
/wc-analytics/reports/variations/stats,GET,product_includes,False,array,,[],Limit result set to items that have the specified parent product(s).,,
/wc-analytics/reports/variations/stats,GET,product_excludes,False,array,,[],Limit result set to items that don't have the specified parent product(s).,,
/wc-analytics/reports/variations/stats,GET,variations,False,array,,,Limit result to items with specified variation ids.,,
/wc-analytics/reports/variations/stats,GET,segmentby,False,string,"product,category,variation",,Segment the response by additional constraint.,,
/wc-analytics/reports/variations/stats,GET,attribute_is,False,array,,[],Limit result set to orders that include products with the specified attributes.,,
/wc-analytics/reports/variations/stats,GET,attribute_is_not,False,array,,[],Limit result set to orders that don't include products with the specified attributes.,,
/wc-analytics/reports/revenue/stats,GET,context,False,string,"view,edit",view,Scope under which the request is made; determines fields present in response.,,
/wc-analytics/reports/revenue/stats,GET,page,False,integer,,1,Current page of the collection.,,
/wc-analytics/reports/revenue/stats,GET,per_page,False,integer,,10,Maximum number of items to be returned in result set.,,
/wc-analytics/reports/revenue/stats,GET,after,False,string,,,Limit response to resources published after a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/revenue/stats,GET,before,False,string,,,Limit response to resources published before a given ISO8601 compliant date.,date-time,
/wc-analytics/reports/revenue/stats,GET,order,False,string,"asc,desc",desc,Order sort attribute ascending or descending.,,
/wc-analytics/reports/revenue/stats,GET,orderby,False,string,"date,total_sales,coupons,refunds,shipping,taxes,net_revenue,orders_count,items_sold,gross_sales",date,Sort collection by object attribute.,,
/wc-analytics/reports/revenue/stats,GET,force_cache_refresh,False,boolean,,,Force retrieval of fresh data instead of from the cache.,,
/wc-analytics/reports/revenue/stats,GET,interval,False,string,"hour,day,week,month,quarter,year",week,Time interval to use for buckets in the returned data.,,
/wc-analytics/reports/revenue/stats,GET,segmentby,False,string,"product,category,variation,coupon,customer_type",,Segment the response by additional constraint.,,
/wc-analytics/reports/revenue/stats,GET,date_type,False,string,"date_paid,date_created,date_completed",,"Override the ""woocommerce_date_type"" option that is used for the database date field considered for revenue reports.",,
